"","steps","date","interval","interval_seq"
"3556",0,2012-10-13,815,2012-10-13 08:15:00
"3557",24,2012-10-13,820,2012-10-13 08:20:00
"3558",103,2012-10-13,825,2012-10-13 08:25:00
"3559",23,2012-10-13,830,2012-10-13 08:30:00
"3560",67,2012-10-13,835,2012-10-13 08:35:00
"3561",248,2012-10-13,840,2012-10-13 08:40:00
"3562",512,2012-10-13,845,2012-10-13 08:45:00
"3563",542,2012-10-13,850,2012-10-13 08:50:00
"3564",265,2012-10-13,855,2012-10-13 08:55:00
"3565",18,2012-10-13,900,2012-10-13 09:00:00
"3566",497,2012-10-13,905,2012-10-13 09:05:00
"3567",476,2012-10-13,910,2012-10-13 09:10:00
"3568",479,2012-10-13,915,2012-10-13 09:15:00
"3569",491,2012-10-13,920,2012-10-13 09:20:00
"3570",504,2012-10-13,925,2012-10-13 09:25:00
"3571",488,2012-10-13,930,2012-10-13 09:30:00
"3572",498,2012-10-13,935,2012-10-13 09:35:00
"3573",55,2012-10-13,940,2012-10-13 09:40:00
"3574",120,2012-10-13,945,2012-10-13 09:45:00
"3575",57,2012-10-13,950,2012-10-13 09:50:00
"3576",0,2012-10-13,955,2012-10-13 09:55:00
"3577",0,2012-10-13,1000,2012-10-13 10:00:00
"3578",0,2012-10-13,1005,2012-10-13 10:05:00
"3579",0,2012-10-13,1010,2012-10-13 10:10:00
"3580",0,2012-10-13,1015,2012-10-13 10:15:00
"3581",15,2012-10-13,1020,2012-10-13 10:20:00
"3582",29,2012-10-13,1025,2012-10-13 10:25:00
"3583",88,2012-10-13,1030,2012-10-13 10:30:00
"3584",0,2012-10-13,1035,2012-10-13 10:35:00
"3585",0,2012-10-13,1040,2012-10-13 10:40:00
"3586",22,2012-10-13,1045,2012-10-13 10:45:00
"3587",0,2012-10-13,1050,2012-10-13 10:50:00
"3588",69,2012-10-13,1055,2012-10-13 10:55:00
"3589",22,2012-10-13,1100,2012-10-13 11:00:00
"3590",0,2012-10-13,1105,2012-10-13 11:05:00
"3591",20,2012-10-13,1110,2012-10-13 11:10:00
"3592",80,2012-10-13,1115,2012-10-13 11:15:00
"3593",6,2012-10-13,1120,2012-10-13 11:20:00
"3594",79,2012-10-13,1125,2012-10-13 11:25:00
"3595",6,2012-10-13,1130,2012-10-13 11:30:00
"3596",79,2012-10-13,1135,2012-10-13 11:35:00
"3597",0,2012-10-13,1140,2012-10-13 11:40:00
"3598",0,2012-10-13,1145,2012-10-13 11:45:00
"3599",0,2012-10-13,1150,2012-10-13 11:50:00
"3600",0,2012-10-13,1155,2012-10-13 11:55:00
"3601",23,2012-10-13,1200,2012-10-13 12:00:00
"3602",74,2012-10-13,1205,2012-10-13 12:05:00
"3603",335,2012-10-13,1210,2012-10-13 12:10:00
"3604",429,2012-10-13,1215,2012-10-13 12:15:00
"3605",64,2012-10-13,1220,2012-10-13 12:20:00
"3606",0,2012-10-13,1225,2012-10-13 12:25:00
"3607",0,2012-10-13,1230,2012-10-13 12:30:00
"3608",0,2012-10-13,1235,2012-10-13 12:35:00
"3609",0,2012-10-13,1240,2012-10-13 12:40:00
"3610",81,2012-10-13,1245,2012-10-13 12:45:00
"3611",38,2012-10-13,1250,2012-10-13 12:50:00
"3612",9,2012-10-13,1255,2012-10-13 12:55:00
"3613",0,2012-10-13,1300,2012-10-13 13:00:00
"3614",0,2012-10-13,1305,2012-10-13 13:05:00
"3615",0,2012-10-13,1310,2012-10-13 13:10:00
"3616",0,2012-10-13,1315,2012-10-13 13:15:00
"3617",0,2012-10-13,1320,2012-10-13 13:20:00
"3618",0,2012-10-13,1325,2012-10-13 13:25:00
"3619",0,2012-10-13,1330,2012-10-13 13:30:00
"3620",11,2012-10-13,1335,2012-10-13 13:35:00
"3621",38,2012-10-13,1340,2012-10-13 13:40:00
"3622",139,2012-10-13,1345,2012-10-13 13:45:00
"3623",532,2012-10-13,1350,2012-10-13 13:50:00
"3624",507,2012-10-13,1355,2012-10-13 13:55:00
"3625",210,2012-10-13,1400,2012-10-13 14:00:00
"3626",276,2012-10-13,1405,2012-10-13 14:05:00
"3627",518,2012-10-13,1410,2012-10-13 14:10:00
"3628",495,2012-10-13,1415,2012-10-13 14:15:00
"3629",214,2012-10-13,1420,2012-10-13 14:20:00
"3630",98,2012-10-13,1425,2012-10-13 14:25:00
"3631",161,2012-10-13,1430,2012-10-13 14:30:00
"3632",0,2012-10-13,1435,2012-10-13 14:35:00
"3633",0,2012-10-13,1440,2012-10-13 14:40:00
"3634",0,2012-10-13,1445,2012-10-13 14:45:00
"3635",12,2012-10-13,1450,2012-10-13 14:50:00
"3636",120,2012-10-13,1455,2012-10-13 14:55:00
"3637",194,2012-10-13,1500,2012-10-13 15:00:00
"3638",0,2012-10-13,1505,2012-10-13 15:05:00
"3639",0,2012-10-13,1510,2012-10-13 15:10:00
"3640",114,2012-10-13,1515,2012-10-13 15:15:00
"3641",7,2012-10-13,1520,2012-10-13 15:20:00
"3642",0,2012-10-13,1525,2012-10-13 15:25:00
"3643",34,2012-10-13,1530,2012-10-13 15:30:00
"3644",0,2012-10-13,1535,2012-10-13 15:35:00
"3645",0,2012-10-13,1540,2012-10-13 15:40:00
"3646",18,2012-10-13,1545,2012-10-13 15:45:00
"3647",31,2012-10-13,1550,2012-10-13 15:50:00
"3648",15,2012-10-13,1555,2012-10-13 15:55:00
"3649",0,2012-10-13,1600,2012-10-13 16:00:00
"3650",0,2012-10-13,1605,2012-10-13 16:05:00
"3651",18,2012-10-13,1610,2012-10-13 16:10:00
"3652",39,2012-10-13,1615,2012-10-13 16:15:00
"3653",66,2012-10-13,1620,2012-10-13 16:20:00
"3654",111,2012-10-13,1625,2012-10-13 16:25:00
"3655",7,2012-10-13,1630,2012-10-13 16:30:00
"3656",0,2012-10-13,1635,2012-10-13 16:35:00
"3657",0,2012-10-13,1640,2012-10-13 16:40:00
"3658",71,2012-10-13,1645,2012-10-13 16:45:00
"3659",41,2012-10-13,1650,2012-10-13 16:50:00
"3660",0,2012-10-13,1655,2012-10-13 16:55:00
"3661",0,2012-10-13,1700,2012-10-13 17:00:00
"3662",0,2012-10-13,1705,2012-10-13 17:05:00
"3663",0,2012-10-13,1710,2012-10-13 17:10:00
"3664",0,2012-10-13,1715,2012-10-13 17:15:00
"3665",0,2012-10-13,1720,2012-10-13 17:20:00
"3666",0,2012-10-13,1725,2012-10-13 17:25:00
"3667",0,2012-10-13,1730,2012-10-13 17:30:00
"3668",0,2012-10-13,1735,2012-10-13 17:35:00
"3669",0,2012-10-13,1740,2012-10-13 17:40:00
"3670",0,2012-10-13,1745,2012-10-13 17:45:00
"3671",0,2012-10-13,1750,2012-10-13 17:50:00
"3672",20,2012-10-13,1755,2012-10-13 17:55:00
"3673",43,2012-10-13,1800,2012-10-13 18:00:00
"3674",23,2012-10-13,1805,2012-10-13 18:05:00
"3675",0,2012-10-13,1810,2012-10-13 18:10:00
"3676",25,2012-10-13,1815,2012-10-13 18:15:00
"3677",54,2012-10-13,1820,2012-10-13 18:20:00
"3678",0,2012-10-13,1825,2012-10-13 18:25:00
"3679",19,2012-10-13,1830,2012-10-13 18:30:00
"3680",0,2012-10-13,1835,2012-10-13 18:35:00
"3681",0,2012-10-13,1840,2012-10-13 18:40:00
"3682",0,2012-10-13,1845,2012-10-13 18:45:00
"3683",0,2012-10-13,1850,2012-10-13 18:50:00
"3684",0,2012-10-13,1855,2012-10-13 18:55:00
"3685",9,2012-10-13,1900,2012-10-13 19:00:00
"3686",28,2012-10-13,1905,2012-10-13 19:05:00
"3687",8,2012-10-13,1910,2012-10-13 19:10:00
"3688",0,2012-10-13,1915,2012-10-13 19:15:00
"3689",48,2012-10-13,1920,2012-10-13 19:20:00
"3690",64,2012-10-13,1925,2012-10-13 19:25:00
"3691",0,2012-10-13,1930,2012-10-13 19:30:00
"3692",0,2012-10-13,1935,2012-10-13 19:35:00
"3693",67,2012-10-13,1940,2012-10-13 19:40:00
"3694",29,2012-10-13,1945,2012-10-13 19:45:00
"3695",0,2012-10-13,1950,2012-10-13 19:50:00
"3696",0,2012-10-13,1955,2012-10-13 19:55:00
"3697",0,2012-10-13,2000,2012-10-13 20:00:00
"3698",0,2012-10-13,2005,2012-10-13 20:05:00
"3699",0,2012-10-13,2010,2012-10-13 20:10:00
"3700",36,2012-10-13,2015,2012-10-13 20:15:00
"3701",22,2012-10-13,2020,2012-10-13 20:20:00
"3702",0,2012-10-13,2025,2012-10-13 20:25:00
"3703",9,2012-10-13,2030,2012-10-13 20:30:00
"3704",0,2012-10-13,2035,2012-10-13 20:35:00
"3705",0,2012-10-13,2040,2012-10-13 20:40:00
"3706",0,2012-10-13,2045,2012-10-13 20:45:00
"3707",29,2012-10-13,2050,2012-10-13 20:50:00
"3708",129,2012-10-13,2055,2012-10-13 20:55:00
"3709",0,2012-10-13,2100,2012-10-13 21:00:00
"3710",0,2012-10-13,2105,2012-10-13 21:05:00
"3711",0,2012-10-13,2110,2012-10-13 21:10:00
"3712",0,2012-10-13,2115,2012-10-13 21:15:00
"3713",0,2012-10-13,2120,2012-10-13 21:20:00
"3714",0,2012-10-13,2125,2012-10-13 21:25:00
"3715",0,2012-10-13,2130,2012-10-13 21:30:00
"3716",0,2012-10-13,2135,2012-10-13 21:35:00
"3717",0,2012-10-13,2140,2012-10-13 21:40:00
"3718",0,2012-10-13,2145,2012-10-13 21:45:00
"3719",0,2012-10-13,2150,2012-10-13 21:50:00
"3720",0,2012-10-13,2155,2012-10-13 21:55:00
"3721",0,2012-10-13,2200,2012-10-13 22:00:00
"3722",0,2012-10-13,2205,2012-10-13 22:05:00
"3723",0,2012-10-13,2210,2012-10-13 22:10:00
"3724",0,2012-10-13,2215,2012-10-13 22:15:00
"3725",0,2012-10-13,2220,2012-10-13 22:20:00
"3726",0,2012-10-13,2225,2012-10-13 22:25:00
"3727",0,2012-10-13,2230,2012-10-13 22:30:00
"3728",0,2012-10-13,2235,2012-10-13 22:35:00
"3729",0,2012-10-13,2240,2012-10-13 22:40:00
"3730",0,2012-10-13,2245,2012-10-13 22:45:00
"3731",0,2012-10-13,2250,2012-10-13 22:50:00
"3732",0,2012-10-13,2255,2012-10-13 22:55:00
"3733",0,2012-10-13,2300,2012-10-13 23:00:00
"3734",0,2012-10-13,2305,2012-10-13 23:05:00
"3735",0,2012-10-13,2310,2012-10-13 23:10:00
"3736",0,2012-10-13,2315,2012-10-13 23:15:00
"3737",0,2012-10-13,2320,2012-10-13 23:20:00
"3738",0,2012-10-13,2325,2012-10-13 23:25:00
"3739",0,2012-10-13,2330,2012-10-13 23:30:00
"3740",0,2012-10-13,2335,2012-10-13 23:35:00
"3741",0,2012-10-13,2340,2012-10-13 23:40:00
"3742",0,2012-10-13,2345,2012-10-13 23:45:00
"3743",0,2012-10-13,2350,2012-10-13 23:50:00
"3744",0,2012-10-13,2355,2012-10-13 23:55:00
"3745",0,2012-10-14,0,2012-10-14 00:00:00
"3746",0,2012-10-14,5,2012-10-14 00:05:00
"3747",0,2012-10-14,10,2012-10-14 00:10:00
"3748",0,2012-10-14,15,2012-10-14 00:15:00
"3749",0,2012-10-14,20,2012-10-14 00:20:00
"3750",52,2012-10-14,25,2012-10-14 00:25:00
"3751",0,2012-10-14,30,2012-10-14 00:30:00
"3752",0,2012-10-14,35,2012-10-14 00:35:00
"3753",0,2012-10-14,40,2012-10-14 00:40:00
"3754",0,2012-10-14,45,2012-10-14 00:45:00
"3755",0,2012-10-14,50,2012-10-14 00:50:00
"3756",0,2012-10-14,55,2012-10-14 00:55:00
"3757",0,2012-10-14,100,2012-10-14 01:00:00
"3758",0,2012-10-14,105,2012-10-14 01:05:00
"3759",0,2012-10-14,110,2012-10-14 01:10:00
"3760",0,2012-10-14,115,2012-10-14 01:15:00
"3761",0,2012-10-14,120,2012-10-14 01:20:00
"3762",0,2012-10-14,125,2012-10-14 01:25:00
"3763",0,2012-10-14,130,2012-10-14 01:30:00
"3764",9,2012-10-14,135,2012-10-14 01:35:00
"3765",0,2012-10-14,140,2012-10-14 01:40:00
"3766",0,2012-10-14,145,2012-10-14 01:45:00
"3767",0,2012-10-14,150,2012-10-14 01:50:00
"3768",0,2012-10-14,155,2012-10-14 01:55:00
"3769",0,2012-10-14,200,2012-10-14 02:00:00
"3770",0,2012-10-14,205,2012-10-14 02:05:00
"3771",4,2012-10-14,210,2012-10-14 02:10:00
"3772",0,2012-10-14,215,2012-10-14 02:15:00
"3773",0,2012-10-14,220,2012-10-14 02:20:00
"3774",0,2012-10-14,225,2012-10-14 02:25:00
"3775",0,2012-10-14,230,2012-10-14 02:30:00
"3776",0,2012-10-14,235,2012-10-14 02:35:00
"3777",0,2012-10-14,240,2012-10-14 02:40:00
"3778",0,2012-10-14,245,2012-10-14 02:45:00
"3779",0,2012-10-14,250,2012-10-14 02:50:00
"3780",0,2012-10-14,255,2012-10-14 02:55:00
"3781",0,2012-10-14,300,2012-10-14 03:00:00
"3782",0,2012-10-14,305,2012-10-14 03:05:00
"3783",0,2012-10-14,310,2012-10-14 03:10:00
"3784",0,2012-10-14,315,2012-10-14 03:15:00
"3785",0,2012-10-14,320,2012-10-14 03:20:00
"3786",0,2012-10-14,325,2012-10-14 03:25:00
"3787",0,2012-10-14,330,2012-10-14 03:30:00
"3788",0,2012-10-14,335,2012-10-14 03:35:00
"3789",0,2012-10-14,340,2012-10-14 03:40:00
"3790",0,2012-10-14,345,2012-10-14 03:45:00
"3791",0,2012-10-14,350,2012-10-14 03:50:00
"3792",0,2012-10-14,355,2012-10-14 03:55:00
"3793",0,2012-10-14,400,2012-10-14 04:00:00
"3794",0,2012-10-14,405,2012-10-14 04:05:00
"3795",0,2012-10-14,410,2012-10-14 04:10:00
"3796",0,2012-10-14,415,2012-10-14 04:15:00
"3797",0,2012-10-14,420,2012-10-14 04:20:00
"3798",0,2012-10-14,425,2012-10-14 04:25:00
"3799",0,2012-10-14,430,2012-10-14 04:30:00
"3800",0,2012-10-14,435,2012-10-14 04:35:00
"3801",0,2012-10-14,440,2012-10-14 04:40:00
"3802",0,2012-10-14,445,2012-10-14 04:45:00
"3803",45,2012-10-14,450,2012-10-14 04:50:00
"3804",0,2012-10-14,455,2012-10-14 04:55:00
"3805",0,2012-10-14,500,2012-10-14 05:00:00
"3806",0,2012-10-14,505,2012-10-14 05:05:00
"3807",0,2012-10-14,510,2012-10-14 05:10:00
"3808",0,2012-10-14,515,2012-10-14 05:15:00
"3809",0,2012-10-14,520,2012-10-14 05:20:00
"3810",0,2012-10-14,525,2012-10-14 05:25:00
"3811",0,2012-10-14,530,2012-10-14 05:30:00
"3812",0,2012-10-14,535,2012-10-14 05:35:00
"3813",0,2012-10-14,540,2012-10-14 05:40:00
"3814",0,2012-10-14,545,2012-10-14 05:45:00
"3815",18,2012-10-14,550,2012-10-14 05:50:00
"3816",41,2012-10-14,555,2012-10-14 05:55:00
"3817",0,2012-10-14,600,2012-10-14 06:00:00
"3818",0,2012-10-14,605,2012-10-14 06:05:00
"3819",0,2012-10-14,610,2012-10-14 06:10:00
"3820",0,2012-10-14,615,2012-10-14 06:15:00
"3821",0,2012-10-14,620,2012-10-14 06:20:00
"3822",20,2012-10-14,625,2012-10-14 06:25:00
"3823",16,2012-10-14,630,2012-10-14 06:30:00
"3824",37,2012-10-14,635,2012-10-14 06:35:00
"3825",0,2012-10-14,640,2012-10-14 06:40:00
"3826",0,2012-10-14,645,2012-10-14 06:45:00
"3827",0,2012-10-14,650,2012-10-14 06:50:00
"3828",13,2012-10-14,655,2012-10-14 06:55:00
"3829",0,2012-10-14,700,2012-10-14 07:00:00
"3830",0,2012-10-14,705,2012-10-14 07:05:00
"3831",14,2012-10-14,710,2012-10-14 07:10:00
"3832",21,2012-10-14,715,2012-10-14 07:15:00
"3833",0,2012-10-14,720,2012-10-14 07:20:00
"3834",59,2012-10-14,725,2012-10-14 07:25:00
"3835",0,2012-10-14,730,2012-10-14 07:30:00
"3836",28,2012-10-14,735,2012-10-14 07:35:00
"3837",62,2012-10-14,740,2012-10-14 07:40:00
"3838",28,2012-10-14,745,2012-10-14 07:45:00
"3839",15,2012-10-14,750,2012-10-14 07:50:00
"3840",0,2012-10-14,755,2012-10-14 07:55:00
"3841",0,2012-10-14,800,2012-10-14 08:00:00
"3842",0,2012-10-14,805,2012-10-14 08:05:00
"3843",0,2012-10-14,810,2012-10-14 08:10:00
"3844",25,2012-10-14,815,2012-10-14 08:15:00
"3845",63,2012-10-14,820,2012-10-14 08:20:00
"3846",0,2012-10-14,825,2012-10-14 08:25:00
"3847",0,2012-10-14,830,2012-10-14 08:30:00
"3848",52,2012-10-14,835,2012-10-14 08:35:00
"3849",23,2012-10-14,840,2012-10-14 08:40:00
"3850",0,2012-10-14,845,2012-10-14 08:45:00
"3851",0,2012-10-14,850,2012-10-14 08:50:00
"3852",87,2012-10-14,855,2012-10-14 08:55:00
"3853",15,2012-10-14,900,2012-10-14 09:00:00
"3854",0,2012-10-14,905,2012-10-14 09:05:00
"3855",59,2012-10-14,910,2012-10-14 09:10:00
"3856",15,2012-10-14,915,2012-10-14 09:15:00
"3857",0,2012-10-14,920,2012-10-14 09:20:00
"3858",0,2012-10-14,925,2012-10-14 09:25:00
"3859",0,2012-10-14,930,2012-10-14 09:30:00
"3860",19,2012-10-14,935,2012-10-14 09:35:00
"3861",0,2012-10-14,940,2012-10-14 09:40:00
"3862",59,2012-10-14,945,2012-10-14 09:45:00
"3863",78,2012-10-14,950,2012-10-14 09:50:00
"3864",221,2012-10-14,955,2012-10-14 09:55:00
"3865",392,2012-10-14,1000,2012-10-14 10:00:00
"3866",468,2012-10-14,1005,2012-10-14 10:05:00
"3867",475,2012-10-14,1010,2012-10-14 10:10:00
"3868",524,2012-10-14,1015,2012-10-14 10:15:00
"3869",507,2012-10-14,1020,2012-10-14 10:20:00
"3870",528,2012-10-14,1025,2012-10-14 10:25:00
"3871",533,2012-10-14,1030,2012-10-14 10:30:00
"3872",540,2012-10-14,1035,2012-10-14 10:35:00
"3873",540,2012-10-14,1040,2012-10-14 10:40:00
"3874",65,2012-10-14,1045,2012-10-14 10:45:00
"3875",48,2012-10-14,1050,2012-10-14 10:50:00
"3876",46,2012-10-14,1055,2012-10-14 10:55:00
"3877",143,2012-10-14,1100,2012-10-14 11:00:00
"3878",0,2012-10-14,1105,2012-10-14 11:05:00
"3879",79,2012-10-14,1110,2012-10-14 11:10:00
"3880",0,2012-10-14,1115,2012-10-14 11:15:00
"3881",0,2012-10-14,1120,2012-10-14 11:20:00
"3882",0,2012-10-14,1125,2012-10-14 11:25:00
"3883",0,2012-10-14,1130,2012-10-14 11:30:00
"3884",0,2012-10-14,1135,2012-10-14 11:35:00
"3885",0,2012-10-14,1140,2012-10-14 11:40:00
"3886",0,2012-10-14,1145,2012-10-14 11:45:00
"3887",0,2012-10-14,1150,2012-10-14 11:50:00
"3888",0,2012-10-14,1155,2012-10-14 11:55:00
"3889",0,2012-10-14,1200,2012-10-14 12:00:00
"3890",0,2012-10-14,1205,2012-10-14 12:05:00
"3891",0,2012-10-14,1210,2012-10-14 12:10:00
"3892",0,2012-10-14,1215,2012-10-14 12:15:00
"3893",0,2012-10-14,1220,2012-10-14 12:20:00
"3894",0,2012-10-14,1225,2012-10-14 12:25:00
"3895",0,2012-10-14,1230,2012-10-14 12:30:00
"3896",0,2012-10-14,1235,2012-10-14 12:35:00
"3897",0,2012-10-14,1240,2012-10-14 12:40:00
"3898",0,2012-10-14,1245,2012-10-14 12:45:00
"3899",0,2012-10-14,1250,2012-10-14 12:50:00
"3900",0,2012-10-14,1255,2012-10-14 12:55:00
"3901",17,2012-10-14,1300,2012-10-14 13:00:00
"3902",0,2012-10-14,1305,2012-10-14 13:05:00
"3903",0,2012-10-14,1310,2012-10-14 13:10:00
"3904",0,2012-10-14,1315,2012-10-14 13:15:00
"3905",0,2012-10-14,1320,2012-10-14 13:20:00
"3906",0,2012-10-14,1325,2012-10-14 13:25:00
"3907",0,2012-10-14,1330,2012-10-14 13:30:00
"3908",0,2012-10-14,1335,2012-10-14 13:35:00
"3909",0,2012-10-14,1340,2012-10-14 13:40:00
"3910",0,2012-10-14,1345,2012-10-14 13:45:00
"3911",0,2012-10-14,1350,2012-10-14 13:50:00
"3912",0,2012-10-14,1355,2012-10-14 13:55:00
"3913",44,2012-10-14,1400,2012-10-14 14:00:00
"3914",32,2012-10-14,1405,2012-10-14 14:05:00
"3915",0,2012-10-14,1410,2012-10-14 14:10:00
"3916",0,2012-10-14,1415,2012-10-14 14:15:00
"3917",38,2012-10-14,1420,2012-10-14 14:20:00
"3918",17,2012-10-14,1425,2012-10-14 14:25:00
"3919",4,2012-10-14,1430,2012-10-14 14:30:00
"3920",59,2012-10-14,1435,2012-10-14 14:35:00
"3921",78,2012-10-14,1440,2012-10-14 14:40:00
"3922",0,2012-10-14,1445,2012-10-14 14:45:00
"3923",0,2012-10-14,1450,2012-10-14 14:50:00
"3924",8,2012-10-14,1455,2012-10-14 14:55:00
"3925",10,2012-10-14,1500,2012-10-14 15:00:00
"3926",82,2012-10-14,1505,2012-10-14 15:05:00
"3927",120,2012-10-14,1510,2012-10-14 15:10:00
"3928",232,2012-10-14,1515,2012-10-14 15:15:00
"3929",505,2012-10-14,1520,2012-10-14 15:20:00
"3930",498,2012-10-14,1525,2012-10-14 15:25:00
"3931",298,2012-10-14,1530,2012-10-14 15:30:00
"3932",330,2012-10-14,1535,2012-10-14 15:35:00
"3933",486,2012-10-14,1540,2012-10-14 15:40:00
"3934",533,2012-10-14,1545,2012-10-14 15:45:00
"3935",298,2012-10-14,1550,2012-10-14 15:50:00
"3936",285,2012-10-14,1555,2012-10-14 15:55:00
"3937",250,2012-10-14,1600,2012-10-14 16:00:00
"3938",223,2012-10-14,1605,2012-10-14 16:05:00
"3939",302,2012-10-14,1610,2012-10-14 16:10:00
"3940",465,2012-10-14,1615,2012-10-14 16:15:00
"3941",520,2012-10-14,1620,2012-10-14 16:20:00
"3942",526,2012-10-14,1625,2012-10-14 16:25:00
"3943",535,2012-10-14,1630,2012-10-14 16:30:00
"3944",247,2012-10-14,1635,2012-10-14 16:35:00
"3945",400,2012-10-14,1640,2012-10-14 16:40:00
"3946",72,2012-10-14,1645,2012-10-14 16:45:00
"3947",0,2012-10-14,1650,2012-10-14 16:50:00
"3948",0,2012-10-14,1655,2012-10-14 16:55:00
"3949",0,2012-10-14,1700,2012-10-14 17:00:00
"3950",0,2012-10-14,1705,2012-10-14 17:05:00
"3951",0,2012-10-14,1710,2012-10-14 17:10:00
"3952",0,2012-10-14,1715,2012-10-14 17:15:00
"3953",432,2012-10-14,1720,2012-10-14 17:20:00
"3954",85,2012-10-14,1725,2012-10-14 17:25:00
"3955",39,2012-10-14,1730,2012-10-14 17:30:00
"3956",55,2012-10-14,1735,2012-10-14 17:35:00
"3957",0,2012-10-14,1740,2012-10-14 17:40:00
"3958",17,2012-10-14,1745,2012-10-14 17:45:00
"3959",30,2012-10-14,1750,2012-10-14 17:50:00
"3960",43,2012-10-14,1755,2012-10-14 17:55:00
"3961",0,2012-10-14,1800,2012-10-14 18:00:00
"3962",0,2012-10-14,1805,2012-10-14 18:05:00
"3963",0,2012-10-14,1810,2012-10-14 18:10:00
"3964",0,2012-10-14,1815,2012-10-14 18:15:00
"3965",63,2012-10-14,1820,2012-10-14 18:20:00
"3966",58,2012-10-14,1825,2012-10-14 18:25:00
"3967",49,2012-10-14,1830,2012-10-14 18:30:00
"3968",16,2012-10-14,1835,2012-10-14 18:35:00
"3969",0,2012-10-14,1840,2012-10-14 18:40:00
"3970",65,2012-10-14,1845,2012-10-14 18:45:00
"3971",0,2012-10-14,1850,2012-10-14 18:50:00
"3972",153,2012-10-14,1855,2012-10-14 18:55:00
"3973",73,2012-10-14,1900,2012-10-14 19:00:00
"3974",1,2012-10-14,1905,2012-10-14 19:05:00
"3975",0,2012-10-14,1910,2012-10-14 19:10:00
"3976",0,2012-10-14,1915,2012-10-14 19:15:00
"3977",0,2012-10-14,1920,2012-10-14 19:20:00
"3978",0,2012-10-14,1925,2012-10-14 19:25:00
"3979",0,2012-10-14,1930,2012-10-14 19:30:00
"3980",0,2012-10-14,1935,2012-10-14 19:35:00
"3981",0,2012-10-14,1940,2012-10-14 19:40:00
"3982",0,2012-10-14,1945,2012-10-14 19:45:00
"3983",0,2012-10-14,1950,2012-10-14 19:50:00
"3984",0,2012-10-14,1955,2012-10-14 19:55:00
"3985",0,2012-10-14,2000,2012-10-14 20:00:00
"3986",0,2012-10-14,2005,2012-10-14 20:05:00
"3987",0,2012-10-14,2010,2012-10-14 20:10:00
"3988",0,2012-10-14,2015,2012-10-14 20:15:00
"3989",0,2012-10-14,2020,2012-10-14 20:20:00
"3990",0,2012-10-14,2025,2012-10-14 20:25:00
"3991",0,2012-10-14,2030,2012-10-14 20:30:00
"3992",0,2012-10-14,2035,2012-10-14 20:35:00
"3993",0,2012-10-14,2040,2012-10-14 20:40:00
"3994",0,2012-10-14,2045,2012-10-14 20:45:00
"3995",8,2012-10-14,2050,2012-10-14 20:50:00
"3996",95,2012-10-14,2055,2012-10-14 20:55:00
"3997",157,2012-10-14,2100,2012-10-14 21:00:00
"3998",22,2012-10-14,2105,2012-10-14 21:05:00
"3999",0,2012-10-14,2110,2012-10-14 21:10:00
"4000",0,2012-10-14,2115,2012-10-14 21:15:00
"4001",0,2012-10-14,2120,2012-10-14 21:20:00
"4002",0,2012-10-14,2125,2012-10-14 21:25:00
"4003",37,2012-10-14,2130,2012-10-14 21:30:00
"4004",0,2012-10-14,2135,2012-10-14 21:35:00
"4005",0,2012-10-14,2140,2012-10-14 21:40:00
"4006",0,2012-10-14,2145,2012-10-14 21:45:00
"4007",0,2012-10-14,2150,2012-10-14 21:50:00
"4008",0,2012-10-14,2155,2012-10-14 21:55:00
"4009",0,2012-10-14,2200,2012-10-14 22:00:00
"4010",0,2012-10-14,2205,2012-10-14 22:05:00
"4011",0,2012-10-14,2210,2012-10-14 22:10:00
"4012",0,2012-10-14,2215,2012-10-14 22:15:00
"4013",0,2012-10-14,2220,2012-10-14 22:20:00
"4014",0,2012-10-14,2225,2012-10-14 22:25:00
"4015",0,2012-10-14,2230,2012-10-14 22:30:00
"4016",0,2012-10-14,2235,2012-10-14 22:35:00
"4017",0,2012-10-14,2240,2012-10-14 22:40:00
"4018",0,2012-10-14,2245,2012-10-14 22:45:00
"4019",0,2012-10-14,2250,2012-10-14 22:50:00
"4020",0,2012-10-14,2255,2012-10-14 22:55:00
"4021",0,2012-10-14,2300,2012-10-14 23:00:00
"4022",0,2012-10-14,2305,2012-10-14 23:05:00
"4023",0,2012-10-14,2310,2012-10-14 23:10:00
"4024",0,2012-10-14,2315,2012-10-14 23:15:00
"4025",0,2012-10-14,2320,2012-10-14 23:20:00
"4026",0,2012-10-14,2325,2012-10-14 23:25:00
"4027",0,2012-10-14,2330,2012-10-14 23:30:00
"4028",0,2012-10-14,2335,2012-10-14 23:35:00
"4029",0,2012-10-14,2340,2012-10-14 23:40:00
"4030",0,2012-10-14,2345,2012-10-14 23:45:00
"4031",0,2012-10-14,2350,2012-10-14 23:50:00
"4032",0,2012-10-14,2355,2012-10-14 23:55:00
"4033",0,2012-10-15,0,2012-10-15 00:00:00
"4034",0,2012-10-15,5,2012-10-15 00:05:00
"4035",0,2012-10-15,10,2012-10-15 00:10:00
"4036",0,2012-10-15,15,2012-10-15 00:15:00
"4037",0,2012-10-15,20,2012-10-15 00:20:00
"4038",35,2012-10-15,25,2012-10-15 00:25:00
"4039",0,2012-10-15,30,2012-10-15 00:30:00
"4040",0,2012-10-15,35,2012-10-15 00:35:00
"4041",0,2012-10-15,40,2012-10-15 00:40:00
"4042",0,2012-10-15,45,2012-10-15 00:45:00
